listing_id,available
127860,0.0
325809,1.0
429045,1.0
473637,0.0
533943,0.9945205479452055
882380,0.8410958904109589
1279956,1.0
1551262,1.0
1583890,1.0
1665188,0.9945205479452055
2617879,0.9972602739726028
2814755,0.9972602739726028
2926013,0.6931506849315069
3302606,0.005479452054794521
3348403,0.33424657534246577
3580685,0.0
3920559,1.0
4190717,0.9972602739726028
4333071,0.24383561643835616
4759463,1.0
5145517,0.4931506849315068
5982978,0.9808219178082191
6016581,0.989041095890411
6704275,0.473972602739726
6742681,0.9452054794520548
6863503,0.9287671232876712
7300044,0.0
7408071,0.4876712328767123
7453213,0.2465753424657534
7931243,1.0
8109470,0.9095890410958904
8564696,0.7397260273972602
8660911,0.989041095890411
8725878,0.4849315068493151
8897385,0.11232876712328767
8984237,0.9835616438356164
9070954,0.9671232876712329
9225604,1.0
9305729,0.0
9751604,0.8849315068493151
9852276,0.4821917808219178
10045134,0.0
10386507,1.0
10606592,0.9945205479452055
10786108,0.473972602739726
10844796,0.03561643835616438
10899102,0.0
10914219,0.07671232876712329
10918538,0.0
10977080,0.915068493150685
11035460,0.0
11055934,0.8958904109589041
11352803,1.0
11837706,0.0
11837960,0.16164383561643836
11856977,0.0
12120850,0.0
12407260,1.0
12771616,0.0
12817782,0.0
12864684,1.0
12914628,0.6794520547945205
13055374,0.473972602739726
13072394,1.0
13092735,0.0
13102468,0.2273972602739726
13562302,0.0
13562381,0.09041095890410959
13562628,0.0
13562725,0.2410958904109589
13563023,0.0
13563786,0.9972602739726028
13564137,1.0
13567897,0.5506849315068493
13568268,0.0
13568932,0.8246575342465754
13569357,1.0
13569438,0.0
13569822,0.0
13570112,0.8767123287671232
13570174,0.3726027397260274
13570321,0.23835616438356164
13570398,0.0
13570995,0.0
13571031,0.0
13571231,0.6328767123287671
13572247,0.0
13572756,0.536986301369863
13572875,0.6767123287671233
13573008,0.14520547945205478
13573334,0.0
13573471,0.0
13573508,0.9232876712328767
13574116,0.0
13574136,0.00821917808219178
13574181,0.0
13574341,0.16164383561643836
13574385,0.23835616438356164
13574640,0.0
13574665,0.00821917808219178
13574925,0.0
13575219,0.0
13575268,0.0
13575575,0.1863013698630137
13575756,0.4547945205479452
13577025,0.35342465753424657
13577562,0.0
13577674,0.9726027397260274
13579685,1.0
13580036,0.4301369863013699
13580336,0.0
13580413,0.5232876712328767
13581119,0.07671232876712329
13581224,0.4547945205479452
13581779,0.4931506849315068
13581931,0.0
13582171,0.07123287671232877
13582704,0.0
13582718,0.0
13582733,0.4301369863013699
13583959,0.0
13584081,0.0
13584552,0.6301369863013698
13584735,0.03287671232876712
13585472,0.958904109589041
13585668,0.0
13585802,0.9945205479452055
13586167,0.12876712328767123
13586302,0.6547945205479452
13586870,0.0
13587097,0.4438356164383562
13587367,0.0
13587729,0.5013698630136987
13587755,0.052054794520547946
13587775,0.0
13587890,0.0
13588167,0.0
13588230,0.0
13588401,0.0
13588547,0.0
13588780,0.0958904109589041
13589068,0.0
13589671,0.03561643835616438
13589850,0.9972602739726028
13589872,0.9287671232876712
13589958,0.0
13590034,0.0
13590209,0.9397260273972603
13593300,0.0
13593971,0.8383561643835616
13594301,0.1506849315068493
13594306,0.0
13594409,0.0
13594720,0.0
13594947,0.0
13595129,0.09863013698630137
13595931,0.0
13596007,0.0
13596451,0.04657534246575343
13596689,0.010958904109589041
13597055,0.0
13597841,0.0
13597883,0.0
13598348,0.0
13598486,0.0
13598500,0.0
13599244,0.0
13599722,0.0
13599755,0.2410958904109589
13599871,0.8547945205479452
13600060,0.06575342465753424
13600948,0.0
13601057,0.9260273972602739
13601242,0.14520547945205478
13601289,0.0
13601427,0.9287671232876712
13601559,0.0
13601617,0.9726027397260274
13602152,0.2465753424657534
13602835,0.1178082191780822
13602930,0.34794520547945207
13603144,0.863013698630137
13603192,0.0
13603356,0.0
13603538,0.0
13603649,0.0
13604159,0.12876712328767123
13604317,0.0
13604333,0.0
13604499,0.0
13605584,0.0
13606215,0.0
13606281,0.9972602739726028
13609107,0.0
13609583,0.3452054794520548
13609678,0.0
13609757,0.0
13610003,0.0
13610164,0.9972602739726028
13610833,0.2410958904109589
13611122,0.2136986301369863
13611154,0.7698630136986301
13611459,1.0
13611553,0.0
13612994,0.0
13613307,0.0
13613368,0.0
13613405,0.0
13613675,0.8575342465753425
13613703,0.0
13613808,0.9835616438356164
13613908,0.0
13614242,0.0
13614606,0.0
13614962,0.9643835616438357
13615234,0.2410958904109589
13615509,0.0
13615825,0.0
13616165,0.4383561643835616
13616432,0.0
13616561,0.6986301369863014
13616657,0.6082191780821918
13617226,0.16986301369863013
13617607,0.0
13617614,0.0
13617754,0.0
13618309,0.0
13618315,0.0
13618824,0.0
13619311,0.2273972602739726
13619457,0.8684931506849315
13619784,0.0
13619926,0.4849315068493151
13620210,0.9753424657534246
13620282,0.0
13620478,0.0
13620509,0.8794520547945206
13620569,0.42191780821917807
13620622,0.0
13621020,0.8136986301369863
13621365,0.0136986301369863
13621380,0.0
13621465,0.9972602739726028
13621520,0.8383561643835616
13621765,0.8986301369863013
13621881,0.9068493150684932
13622477,0.052054794520547946
13622773,0.5945205479452055
13623764,0.0
13626425,0.5534246575342465
13627065,0.0
13627221,0.9917808219178083
13627469,0.0
13627746,0.0
13628025,0.0
13628189,0.0
13628193,0.9068493150684932
13628242,0.0
13628617,0.30684931506849317
13628894,0.0
13629023,0.0
13629555,0.0
13629629,0.9287671232876712
13630282,0.4520547945205479
13630408,0.0
13630421,0.0
13630748,0.18904109589041096
13631127,0.3232876712328767
13631244,0.2219178082191781
13631430,0.06027397260273973
13632204,0.0
13632454,0.08767123287671233
13632540,0.0
13632770,0.0
13633165,0.8438356164383561
13633183,0.0
13633942,0.0
13634035,0.0273972602739726
13634335,0.0
13634516,0.13424657534246576
13635217,0.810958904109589
13635739,0.0
13636303,0.9041095890410958
13637685,0.0
13638287,0.0
13638430,0.0
13638655,0.0
13639853,0.9808219178082191
13639977,0.0
13639981,0.2273972602739726
13639982,0.0
13640745,0.7835616438356164
13642712,0.473972602739726
13642752,0.2136986301369863
13644216,0.0
13644563,0.0
13644646,0.0
13644986,0.18904109589041096
13645138,0.0
13645663,0.9835616438356164
13645789,0.0
13645824,0.8438356164383561
13645913,0.7397260273972602
13646230,0.0
13646533,0.021917808219178082
13646541,0.6821917808219178
13646690,0.7863013698630137
13646696,0.0
13646904,0.0
13647217,0.9753424657534246
13647351,0.00821917808219178
13647447,0.09315068493150686
13647585,0.0
13647942,0.09315068493150686
13648133,0.0
13648611,0.0
13648881,0.0
13649101,0.043835616438356165
13649116,0.0958904109589041
13649721,0.8410958904109589
13649949,0.0
13650094,0.4904109589041096
13650281,0.0
13650368,0.0
13650403,0.2410958904109589
13650493,0.3972602739726027
13650591,0.0
13651046,0.0
13651163,0.0
13651467,0.9424657534246575
13651605,0.9232876712328767
13651650,0.0
13651711,0.0
13651715,0.0
13651780,0.9671232876712329
13651853,0.873972602739726
13652219,0.6821917808219178
13652979,0.0
13653081,0.0
13653451,0.0
13654149,0.0
13654579,0.09315068493150686
13655364,0.0
13655394,0.0
13655648,0.0
13655773,0.0
13656172,0.0
13656468,0.0
13656575,0.8328767123287671
13656725,0.0
13656953,0.0
13657287,0.0
13657415,0.3506849315068493
13657438,0.0
13657746,0.0
13658387,0.0
13662352,0.6082191780821918
13662527,0.0
13662830,0.010958904109589041
13662845,0.0
13662873,0.7726027397260274
13662912,0.8904109589041096
13662999,0.8493150684931506
13663053,0.7424657534246575
13663187,0.06575342465753424
13663264,0.6356164383561644
13663968,0.0
13664053,0.23835616438356164
13664204,0.6904109589041096
13664528,0.23835616438356164
13664559,0.0
13664960,0.0
13664968,0.9315068493150684
13665139,0.9945205479452055
13665568,0.0
13665750,0.0
13665782,0.0
13666354,0.0
13666503,0.0
13667061,0.9452054794520548
13668457,0.0684931506849315
13668721,0.0
13668782,0.0
13668920,0.0
13669680,0.0
13670366,0.24383561643835616
13670740,0.0
13670800,0.4712328767123288
13670879,0.0
13671064,0.0
13671947,0.0
13672092,0.0
13672324,0.0
13672328,0.7589041095890411
13672765,0.0
13672779,0.8602739726027397
13672870,0.4849315068493151
13673025,0.5945205479452055
13673045,0.0
13673226,0.0
13673544,0.0027397260273972603
13673883,0.0
13674109,0.0
13674775,0.0
13677366,0.4712328767123288
13678216,0.24383561643835616
13678376,0.6821917808219178
13679473,0.0
13679552,0.24383561643835616
13679755,0.14794520547945206
13679880,0.08767123287671233
13679954,0.2273972602739726
13680661,0.0
13681594,0.13972602739726028
13681962,0.0
13682849,0.0
13683053,0.0
13684452,0.0
13684667,0.0
13684832,0.0
13684921,0.0
13685300,0.0
13685534,0.0
13685785,0.0
13686687,0.0
13687746,0.4301369863013699
13689565,0.9972602739726028
13689690,0.13424657534246576
13691214,0.0
13691283,0.0
13691322,0.0
13691887,0.0
13692142,0.9972602739726028
13692162,0.0
13692242,0.37534246575342467
13692370,0.0
13692759,0.8958904109589041
13692946,0.0273972602739726
13693284,0.0
13693332,0.0
13693711,0.0
13694277,0.0
13694476,0.0
13694729,0.0
13694744,0.0
13694933,0.8547945205479452
13695054,0.0
13695130,0.0
13695226,1.0
13695320,0.0
13695802,0.0
13695897,0.0
13696098,0.0
13696434,0.0027397260273972603
13696443,0.1780821917808219
13696483,0.0
13696569,0.0
13696902,0.0
13697433,0.0
13699101,0.0
13703593,0.0
13703704,1.0
13703855,0.9972602739726028
13704005,0.23835616438356164
13704966,0.0
13705050,0.8438356164383561
13705268,0.0
13706061,0.0
13707378,0.0
13707499,0.0
13707865,0.0
13708323,0.0
13708375,0.0
13708391,0.1643835616438356
13709087,0.9972602739726028
13709347,0.0
13709397,0.0
13709713,0.14520547945205478
13709805,0.7013698630136986
13709842,0.0
13710046,0.23835616438356164
13710318,0.9945205479452055
13710391,0.0
13710399,0.0
13710411,0.0
13711102,0.0
13711407,0.0
13711723,0.0
13711894,1.0
13711897,0.0
13712199,0.0
13712419,0.0
13712565,0.3917808219178082
13712575,0.9945205479452055
13713099,0.0
13713431,0.0
13713757,0.0
13713957,0.0
13717205,0.0
13717928,0.0
13719436,0.6328767123287671
13720058,0.6767123287671233
13720464,0.0
13720496,1.0
13720652,0.0
13720661,0.8821917808219178
13720745,0.0
13721398,0.9178082191780822
13721511,0.9972602739726028
13721661,0.0
13721728,0.7589041095890411
13722086,0.0
13722313,0.0
13722386,0.0684931506849315
